years_experience,education_level,job_category,company_size,salary,num_employees
4,PhD,Business Analyst,Medium,51435,1046
6,MBA,Software Developer,Large,72243,6405
12,Bachelor,Data Scientist,Medium,47216,1202
9,PhD,Data Scientist,Large,59757,6036
15,Master,QA Engineer,Large,48558,8482
16,Master,QA Engineer,Medium,59792,1237
12,Master,Software Developer,Medium,55727,986
14,MBA,Data Scientist,Medium,69538,1038
13,Bachelor,Software Developer,Large,57304,6210
2,Master,QA Engineer,Large,34603,5059
3,PhD,Project Manager,Small,42659,54
10,PhD,QA Engineer,Small,60527,437
9,PhD,Data Analyst,Small,47703,186
20,MBA,QA Engineer,Large,83660,7492
8,Bachelor,QA Engineer,Medium,44579,1407
10,Bachelor,Project Manager,Small,51456,168
19,Master,Software Developer,Large,64189,5590
3,Bachelor,Data Analyst,Medium,41170,1306
5,PhD,Data Analyst,Small,53533,100
3,PhD,Data Scientist,Medium,57591,1397
16,MBA,Project Manager,Medium,80539,1442
17,PhD,Business Analyst,Small,70318,473
15,Bachelor,Data Scientist,Small,55474,102
3,PhD,Data Scientist,Large,55114,3357
12,Master,Data Scientist,Medium,54688,1623
9,MBA,Data Analyst,Small,68550,147
12,MBA,Software Developer,Small,66987,249
15,Bachelor,QA Engineer,Medium,47467,1395
2,PhD,Data Analyst,Medium,49870,1832
18,PhD,QA Engineer,Medium,74644,581
20,Bachelor,QA Engineer,Small,63449,287
12,Bachelor,Business Analyst,Small,44997,401
4,Master,Data Scientist,Large,42294,9880
16,Bachelor,Business Analyst,Medium,53231,1529
16,PhD,Data Scientist,Small,60155,465
1,Master,Data Analyst,Small,38462,226
2,MBA,QA Engineer,Medium,52083,968
3,PhD,Business Analyst,Small,49847,310
20,MBA,Project Manager,Medium,77541,1451
17,MBA,Data Analyst,Small,80545,81
20,MBA,Data Analyst,Medium,81365,1033
1,PhD,Project Manager,Medium,54562,620
20,MBA,Data Scientist,Small,69327,182
6,PhD,QA Engineer,Medium,49770,1150
15,MBA,Data Scientist,Large,75731,3060
14,Bachelor,Data Scientist,Large,54168,3329
20,Bachelor,Data Analyst,Medium,58352,1051
15,PhD,Data Scientist,Large,70822,4428
14,MBA,Software Developer,Small,72555,370
5,MBA,Project Manager,Small,73414,247
6,MBA,Project Manager,Medium,63708,1042
17,Bachelor,QA Engineer,Small,53261,202
11,MBA,Project Manager,Small,77039,460
16,MBA,Data Scientist,Large,75300,7000
12,PhD,Data Scientist,Small,65476,415
15,MBA,Business Analyst,Small,69202,127
4,Bachelor,QA Engineer,Large,42593,3412
18,MBA,QA Engineer,Medium,77343,1849
3,Bachelor,Project Manager,Medium,42963,589
8,Bachelor,Data Scientist,Large,43856,9221
3,Master,Software Developer,Large,36296,6655
8,Bachelor,Business Analyst,Small,49147,161
18,Master,Software Developer,Small,62537,122
10,Master,Data Scientist,Medium,49676,1943
20,MBA,QA Engineer,Medium,80682,1431
17,Master,QA Engineer,Large,62224,2264
8,PhD,Software Developer,Small,59775,77
11,Bachelor,Data Analyst,Large,51232,4739
5,PhD,Data Scientist,Medium,60991,886
13,Master,QA Engineer,Medium,55025,1520
5,MBA,Project Manager,Large,67061,2234
13,Bachelor,Data Analyst,Small,49670,137
6,PhD,QA Engineer,Small,47524,240
5,MBA,Project Manager,Large,68392,8173
9,Master,QA Engineer,Medium,47576,1708
16,MBA,Data Analyst,Large,79232,2333
2,PhD,Software Developer,Large,50797,5259
1,MBA,Data Scientist,Small,58319,85
8,PhD,Data Analyst,Medium,63203,1119
19,MBA,Data Analyst,Medium,67888,1426
11,Bachelor,QA Engineer,Small,53281,280
12,MBA,Project Manager,Medium,73661,1971
12,Bachelor,Data Analyst,Medium,45906,1000
7,PhD,Data Scientist,Small,56449,406
13,Bachelor,Software Developer,Medium,55966,657
8,MBA,Project Manager,Medium,60252,1502
9,Bachelor,Software Developer,Large,45829,3282
7,PhD,Software Developer,Medium,61881,923
15,MBA,Data Scientist,Large,66948,3715
2,Bachelor,QA Engineer,Large,39726,8295
20,Bachelor,Project Manager,Large,61381,3691
12,Master,Project Manager,Small,56435,290
1,Bachelor,Data Scientist,Small,30982,361
8,Master,Project Manager,Medium,50336,1233
5,PhD,Data Analyst,Large,54064,8822
15,Master,Business Analyst,Medium,58133,1401
1,PhD,Business Analyst,Medium,53207,1164
1,Bachelor,Business Analyst,Medium,37178,1873
10,Bachelor,Software Developer,Medium,49079,1549
10,Master,Project Manager,Medium,46075,822
15,PhD,Data Scientist,Large,61465,9862
17,Bachelor,Project Manager,Large,53083,2842
6,Master,Data Scientist,Large,45298,3232
3,Master,Project Manager,Large,44691,5153
13,Master,Software Developer,Small,52168,467
16,Bachelor,Data Analyst,Large,49031,7618
8,PhD,Business Analyst,Large,58132,2720
15,Bachelor,Business Analyst,Large,53684,2664
17,MBA,Project Manager,Small,77883,116
17,MBA,Software Developer,Medium,87130,1437
13,Bachelor,Business Analyst,Small,45255,70
17,PhD,Project Manager,Large,68563,9528
6,Master,QA Engineer,Large,47962,8413
17,MBA,Project Manager,Small,76915,344
16,MBA,Data Scientist,Medium,85758,672
14,Bachelor,Business Analyst,Small,39774,470
13,MBA,Business Analyst,Small,69628,91
6,MBA,QA Engineer,Large,63158,2468
3,Master,Data Analyst,Small,47177,213
14,Master,Project Manager,Small,61282,371
14,PhD,Data Analyst,Small,56136,66
15,MBA,Project Manager,Small,73061,103
8,PhD,QA Engineer,Small,52836,154
15,PhD,Data Analyst,Small,67778,462
13,Master,Software Developer,Large,57352,6362
17,Master,QA Engineer,Large,58446,7806
3,Bachelor,Project Manager,Large,48487,8426
6,Master,Data Scientist,Large,46715,4051
5,PhD,Data Scientist,Small,52341,202
17,MBA,Data Scientist,Small,71870,454
2,PhD,Project Manager,Small,35423,68
15,PhD,Business Analyst,Small,66292,462
5,PhD,QA Engineer,Large,49554,4994
20,Master,QA Engineer,Large,65927,4664
6,PhD,Data Analyst,Small,70029,436
6,Bachelor,QA Engineer,Small,44209,381
18,MBA,QA Engineer,Small,78525,104
18,Master,Data Analyst,Small,67561,285
4,PhD,QA Engineer,Medium,59506,1212
17,Bachelor,QA Engineer,Medium,57416,1893
14,MBA,Software Developer,Medium,73736,1750
14,PhD,Project Manager,Medium,62048,1274
13,MBA,Data Analyst,Small,74357,228
7,Master,Software Developer,Small,52392,395
12,Master,Business Analyst,Small,55595,344
15,Bachelor,Data Analyst,Medium,48005,1468
19,Master,Project Manager,Medium,64760,1614
11,Bachelor,QA Engineer,Small,53069,208
15,PhD,QA Engineer,Medium,61204,527
12,MBA,Software Developer,Large,71695,8433
3,Master,Software Developer,Medium,48373,1520
17,MBA,Business Analyst,Medium,78017,736
3,MBA,Business Analyst,Medium,68644,1492
19,PhD,Project Manager,Medium,67285,818
20,PhD,QA Engineer,Small,66810,249
4,Master,Data Scientist,Large,41195,5495
3,PhD,Business Analyst,Small,48729,212
16,MBA,QA Engineer,Medium,71702,1131
12,Bachelor,Business Analyst,Medium,54448,622
8,Bachelor,Data Analyst,Medium,36060,745
17,Bachelor,Software Developer,Medium,52829,1393
7,Master,QA Engineer,Medium,54163,1657
11,PhD,Business Analyst,Large,60255,6166
18,PhD,Software Developer,Small,63359,374
1,PhD,Data Scientist,Medium,46731,1988
3,PhD,Business Analyst,Large,58059,3297
4,MBA,QA Engineer,Small,59864,173
13,Bachelor,Data Analyst,Small,53135,332
6,MBA,Software Developer,Small,62199,459
14,Master,Software Developer,Medium,65817,819
5,Bachelor,Data Analyst,Medium,40416,1994
16,Bachelor,QA Engineer,Large,52357,7627
15,MBA,Project Manager,Large,77578,2530
15,Master,Data Scientist,Small,61946,204
4,Master,Project Manager,Medium,44964,1868
8,Bachelor,Data Analyst,Small,46569,302
16,PhD,Data Scientist,Small,70654,318
16,Master,QA Engineer,Large,57396,9310
4,MBA,Business Analyst,Medium,64804,1127
13,Master,Business Analyst,Large,57039,7706
13,Bachelor,Project Manager,Medium,53040,1810
2,PhD,QA Engineer,Small,47549,425
3,Master,Data Scientist,Small,44555,328
8,Bachelor,Project Manager,Small,41249,114
15,Master,Data Analyst,Medium,56313,1273
11,PhD,Project Manager,Small,66838,163
9,MBA,QA Engineer,Medium,61504,1458
7,Bachelor,QA Engineer,Medium,41460,1173
13,Bachelor,Business Analyst,Large,47383,8283
2,PhD,Data Analyst,Small,52310,269
8,Bachelor,Business Analyst,Large,52645,8946
7,PhD,Data Scientist,Medium,55203,651
12,Bachelor,Data Scientist,Small,40431,295
19,PhD,Software Developer,Small,74294,128
7,Master,QA Engineer,Medium,48855,1901
10,Master,Data Analyst,Small,55283,382
16,Master,Data Analyst,Medium,63643,814
3,Bachelor,Business Analyst,Small,36560,118
10,PhD,Project Manager,Small,54368,280
6,PhD,Project Manager,Medium,49314,1854
18,MBA,Business Analyst,Large,86789,2547
18,Master,Project Manager,Medium,59980,1829
5,MBA,Data Analyst,Small,59724,395
7,Master,Business Analyst,Medium,52241,1517
2,MBA,Project Manager,Medium,58084,1777
11,Master,Software Developer,Medium,42844,1610
13,PhD,QA Engineer,Small,58256,248
5,Master,Software Developer,Large,47962,2756
6,Bachelor,Project Manager,Large,38409,7361
14,Master,Data Scientist,Small,65645,276
12,Master,Data Analyst,Large,49063,8539
4,PhD,Software Developer,Medium,47197,1814
6,Bachelor,Software Developer,Medium,37960,876
10,PhD,Business Analyst,Large,62522,7263
18,MBA,Business Analyst,Large,71493,7115
15,MBA,Business Analyst,Large,81752,5291
8,Bachelor,Project Manager,Medium,51896,790
9,MBA,Data Scientist,Medium,71326,1195
5,Bachelor,Software Developer,Small,33688,418
10,Master,QA Engineer,Small,54295,199
20,MBA,Business Analyst,Medium,69163,1866
6,Master,Data Scientist,Medium,55296,1264
16,PhD,Project Manager,Small,68746,294
3,MBA,Data Scientist,Small,62112,429
10,PhD,Business Analyst,Medium,57826,1290
11,PhD,Data Analyst,Large,61762,6267
11,Bachelor,Software Developer,Medium,49339,913
17,PhD,Business Analyst,Large,69430,6838
4,Bachelor,QA Engineer,Medium,43689,1437
4,Bachelor,Software Developer,Small,33192,50
17,Bachelor,Data Scientist,Small,57204,192
9,Bachelor,QA Engineer,Small,53427,486
19,Bachelor,Software Developer,Medium,56590,1150
5,Master,QA Engineer,Medium,54036,1867
6,Bachelor,Data Scientist,Medium,35364,1196
3,MBA,Business Analyst,Large,68667,3323
1,Bachelor,QA Engineer,Medium,30862,1477
20,Master,Business Analyst,Large,65530,2931
16,MBA,Data Scientist,Large,76661,3466
11,MBA,Data Scientist,Large,69501,3437
13,Master,QA Engineer,Small,52848,143
10,MBA,QA Engineer,Large,73522,9183
3,Master,Data Scientist,Large,40272,5919
9,PhD,QA Engineer,Small,71806,116
12,PhD,QA Engineer,Large,57410,8768
14,Bachelor,QA Engineer,Medium,57976,910
1,Bachelor,Project Manager,Medium,30090,1960
18,Bachelor,QA Engineer,Small,53993,54
17,Bachelor,Software Developer,Small,40729,245
9,Master,Data Scientist,Large,58079,2595
9,PhD,Data Scientist,Large,61750,7128
10,Master,Data Analyst,Large,42420,2124
19,MBA,Business Analyst,Small,72619,233
15,MBA,Data Analyst,Large,64079,6141
5,MBA,QA Engineer,Medium,60361,762
15,MBA,QA Engineer,Medium,72188,1699
20,MBA,Software Developer,Large,85248,6996
2,PhD,Software Developer,Small,49731,330
13,Master,Software Developer,Medium,65230,1096
16,MBA,Software Developer,Small,68825,380
15,Bachelor,Software Developer,Medium,52305,1771
10,PhD,Software Developer,Large,56960,7854
14,Bachelor,Software Developer,Large,49898,7393
10,PhD,Software Developer,Small,63910,111
14,PhD,Project Manager,Large,67939,5499
9,Bachelor,Software Developer,Small,39425,476
14,Bachelor,Data Scientist,Small,52195,191
3,MBA,Software Developer,Medium,60452,571
20,Bachelor,Business Analyst,Medium,66871,719
16,Master,Software Developer,Large,68486,3237
2,PhD,Project Manager,Small,52559,138
10,PhD,QA Engineer,Medium,60771,1864
3,MBA,Project Manager,Large,61921,7926
11,PhD,Project Manager,Large,56175,6929
11,Bachelor,QA Engineer,Medium,46405,1103
13,PhD,Software Developer,Large,58819,2633
7,PhD,Software Developer,Medium,62007,1378
17,Bachelor,QA Engineer,Small,54560,418
2,Bachelor,Business Analyst,Large,37165,3521
12,PhD,Data Analyst,Small,63315,426
10,Master,Data Scientist,Medium,55372,962
18,Bachelor,QA Engineer,Small,66839,485
11,Master,Software Developer,Medium,54700,1631
16,Master,Data Scientist,Large,59613,3465
17,MBA,Software Developer,Large,82471,5394
19,Master,Data Analyst,Large,63489,3883
18,MBA,Data Analyst,Small,72779,76
3,Master,QA Engineer,Small,33650,270
16,MBA,Data Scientist,Small,77044,101
6,Bachelor,Project Manager,Medium,42513,1758
12,PhD,Data Scientist,Large,70470,8986
11,PhD,Project Manager,Small,60091,305
15,MBA,Data Analyst,Medium,68807,664
15,Bachelor,Software Developer,Small,57840,282
16,MBA,Project Manager,Medium,75659,1128
10,MBA,Project Manager,Large,72253,2585
12,Bachelor,QA Engineer,Small,51517,50
13,Master,Business Analyst,Large,57797,7203
4,Master,Data Analyst,Small,46583,351
7,Bachelor,Project Manager,Medium,41516,1742
2,MBA,Data Analyst,Large,58808,2606
15,PhD,QA Engineer,Small,66290,438
8,MBA,Software Developer,Small,73904,367
7,Master,Data Scientist,Large,49609,8068
15,Bachelor,Data Analyst,Medium,52589,1165
14,Bachelor,QA Engineer,Large,58195,7682
8,Bachelor,QA Engineer,Small,41158,361
12,Master,QA Engineer,Large,58045,2428
13,MBA,Data Scientist,Large,65845,4479
11,Bachelor,Data Analyst,Medium,40231,1087
17,PhD,Project Manager,Medium,74072,1714
17,Bachelor,QA Engineer,Large,54632,7875
4,MBA,Data Scientist,Medium,50031,1365
8,Master,Software Developer,Medium,46564,1618
5,PhD,Business Analyst,Small,53081,241
16,PhD,Data Analyst,Medium,79033,882
4,Bachelor,Data Scientist,Large,28817,2630
15,MBA,Business Analyst,Large,78307,7013
12,Bachelor,Business Analyst,Small,47744,326
5,PhD,Data Scientist,Small,53774,153
16,Bachelor,Project Manager,Small,51498,150
14,MBA,Project Manager,Large,77807,3105
10,Master,Data Scientist,Large,54264,3035
7,PhD,Data Scientist,Medium,51930,1526
13,MBA,QA Engineer,Small,76104,275
20,Bachelor,Software Developer,Medium,67159,589
5,PhD,Project Manager,Medium,59732,1836
3,Bachelor,QA Engineer,Large,51651,8350
15,Bachelor,Business Analyst,Medium,59509,697
4,Master,Business Analyst,Small,46419,429
15,Bachelor,Business Analyst,Small,51069,371
14,Bachelor,Data Scientist,Large,57453,4998
20,MBA,Data Analyst,Large,76692,4401
19,Bachelor,QA Engineer,Large,64899,2044
13,Master,Data Analyst,Small,55637,478
10,Bachelor,Software Developer,Large,49873,4651
5,Bachelor,Software Developer,Small,36135,420
20,Bachelor,QA Engineer,Medium,58743,1581
20,PhD,Business Analyst,Large,67087,3470
6,Master,Project Manager,Large,56632,6287
4,PhD,Software Developer,Large,51378,2683
2,Master,Data Analyst,Small,43065,493
16,Master,Data Analyst,Medium,54838,1702
18,MBA,Project Manager,Large,69945,5854
5,PhD,Data Scientist,Medium,49651,1412
4,Master,Business Analyst,Large,41497,9547
13,Master,Data Scientist,Small,52184,67
19,MBA,QA Engineer,Medium,74267,668
2,PhD,Software Developer,Medium,54110,1076
13,Bachelor,Project Manager,Large,49301,8882
11,MBA,Project Manager,Medium,72114,768
4,Master,Project Manager,Small,43419,64
20,PhD,Data Scientist,Medium,73213,965
20,Master,Data Scientist,Medium,68341,999
15,MBA,QA Engineer,Medium,70409,1203
4,MBA,Data Analyst,Medium,66965,1352
9,PhD,Data Analyst,Large,59100,3424
7,MBA,QA Engineer,Large,58459,5045
19,MBA,Project Manager,Medium,75550,1023
19,Bachelor,Data Analyst,Medium,57008,1183
6,Master,QA Engineer,Small,45878,223
6,Bachelor,Data Analyst,Large,31037,9754
20,Bachelor,QA Engineer,Large,54274,5388
15,PhD,Data Analyst,Large,69326,4969
15,MBA,Project Manager,Medium,72848,1279
20,Master,Data Scientist,Large,66350,8556
9,Master,Data Scientist,Small,52944,82
4,Master,Project Manager,Small,44592,293
18,MBA,Data Analyst,Small,73836,316
18,Master,Project Manager,Small,59626,484
5,Master,QA Engineer,Small,47762,270
20,MBA,Data Scientist,Large,74534,2755
11,PhD,Software Developer,Medium,63179,1805
5,Master,Data Analyst,Medium,53940,603
4,MBA,Software Developer,Medium,49497,1167
12,Bachelor,Software Developer,Medium,53076,1951
2,MBA,Business Analyst,Large,57418,3112
13,Bachelor,Software Developer,Large,54149,9171
10,MBA,Software Developer,Large,65129,4970
9,Master,Project Manager,Small,58709,78
10,PhD,Business Analyst,Medium,59050,1228
7,PhD,Business Analyst,Large,57277,7673
4,Master,Business Analyst,Large,47817,6309
19,Bachelor,QA Engineer,Large,59472,2151
10,MBA,Business Analyst,Medium,68894,968
3,Master,Project Manager,Medium,46007,1315
19,MBA,QA Engineer,Small,76340,57
2,Master,Data Analyst,Small,41955,498
20,Master,QA Engineer,Small,70169,79
10,MBA,Data Analyst,Medium,60280,1957
2,PhD,Business Analyst,Small,46337,412
2,PhD,Business Analyst,Small,41820,358
17,Bachelor,Data Analyst,Large,47926,4066
16,MBA,Data Scientist,Medium,70225,740
16,Bachelor,Project Manager,Small,54072,123
14,Master,QA Engineer,Small,60453,311
7,Bachelor,Project Manager,Medium,46306,1790
11,Master,Project Manager,Small,57257,350
1,MBA,Software Developer,Medium,54065,1468
11,MBA,Business Analyst,Medium,78884,598
4,MBA,QA Engineer,Medium,60634,996
7,MBA,Project Manager,Small,71156,112
15,Bachelor,QA Engineer,Small,51927,178
18,Master,Project Manager,Small,59158,58
12,PhD,Business Analyst,Medium,63805,1680
17,MBA,Project Manager,Small,69991,355
1,MBA,Data Analyst,Large,50730,4088
11,Master,Business Analyst,Medium,60328,539
1,PhD,QA Engineer,Small,49727,229
15,MBA,Data Scientist,Medium,72470,1304
10,PhD,Project Manager,Small,66729,360
7,MBA,Data Analyst,Medium,60762,1188
2,Bachelor,Business Analyst,Large,51601,9770
10,Bachelor,Software Developer,Medium,47170,571
4,PhD,Business Analyst,Medium,48977,863
12,Master,QA Engineer,Medium,60445,1418
19,Master,QA Engineer,Small,60227,426
11,Bachelor,Software Developer,Medium,49548,1577
8,Master,Data Analyst,Small,60736,321
18,Master,QA Engineer,Medium,60876,732
11,Master,Data Analyst,Small,54196,52
11,PhD,Data Analyst,Small,62152,475
13,PhD,Business Analyst,Small,69669,51
3,Master,Data Analyst,Small,43383,493
12,Bachelor,Project Manager,Medium,58427,802
3,Master,QA Engineer,Medium,43421,1602
10,MBA,QA Engineer,Small,72047,143
17,Bachelor,Data Scientist,Small,53589,298
2,PhD,Data Analyst,Small,51378,195
17,MBA,Data Scientist,Large,79222,3746
16,Master,Business Analyst,Large,60195,6590
2,Master,Data Scientist,Medium,38999,1006
20,Bachelor,Data Analyst,Large,58164,6456
6,Bachelor,QA Engineer,Large,47983,4188
10,Master,Business Analyst,Small,50807,366
10,Master,Data Analyst,Small,63430,108
8,Bachelor,Business Analyst,Large,46334,6062
1,MBA,Software Developer,Large,57935,4113
13,PhD,Data Analyst,Large,65144,3882
9,Bachelor,Software Developer,Small,47501,52
10,MBA,Data Scientist,Medium,76554,1555
15,Master,Data Analyst,Large,57279,4111
