id,title,release_year,duration,rating,director_id,actor_ids,genre_ids,plot,budget,revenue
1773,Gorky Park,1983,124,3.5,332,1570;528;1828;1601;320;577;1737;433;1439;1532;1423,15;12;8,Rather pick discover source measure fact. Call series raise often win top. Its natural shake. Fly receive impact approach.,29455568,58505428
1774,Paper Moon,1973,109,3.6,57,1772;454;1183;280;590;1109;1751;599;1030;135;451,14;15;12,Wife offer around. Police democratic use ever.,30032849,81490611
1775,The Devil's Candy,2015,85,2.0,12,617;1869;219,3,Imagine focus month realize usually. Kitchen pick serious TV expect certain top. Behind interesting hold behind Mr.,14093710,22797697
1776,Antwone Fisher,2002,125,3.6,378,1230;1657;152;1667;31;647;1757;468;95,12,After imagine matter candidate policy. Hospital door few low.,79662618,67106895
1777,"""African Queen, The""",1951,110,4.0,75,754;1866;145;772,14;0;17,On friend inside collection. American fine enter smile help just town development. Front benefit prove week. Treatment hotel I entire eight bit kind.,14468231,11541432
1778,Betrayed,1988,113,2.5,243,1563;1653;1462;1126;794;1430;595;827,12;8,Turn life game consider shoulder. Husband particularly might former several.,52210919,21889258
1779,Bowling for Columbine,2002,128,3.8,365,473;1367;1777;1916;1258;1766,1,Concern live authority bit he prevent pick father. Politics ahead phone force personal. South keep raise remember western machine.,4404325,5100177
1780,Guy X,2005,113,5.0,168,634;1126;185;191;6;667,14;17,Movement military boy nation economic. Lay another movie dog. Parent music PM them camera eight.,128940249,204730881
1781,Power Rangers,2017,75,3.0,8,1803;1558;565;1867,5;10,Step sound must budget their. They southern finally maintain record.,3272651,6712352
1782,Manhattan Murder Mystery,1993,132,3.8,255,531;1574;318;1004;1035;1679;1655;1198;1612,14;7,Imagine southern better population official. Allow between purpose leg. Nothing produce thought picture stock.,35161273,79160513
1783,Happy Together (a.k.a. Buenos Aires Affair) (Chun gwong cha sit),1997,143,4.8,217,655;967;505;1130,12;0,Wait finish economy nice time. Purpose care little. Though woman recently trip.,14082011,47067232
1784,Zack and Miri Make a Porno,2008,87,3.5,172,1524;1566;1872;1769;227;280;1118;1577,14;12;0,Yet create street above opportunity race example. Now want add moment prevent agreement soon. Organization civil not and I stock painting.,9772199,0
1785,Demolition Man,1993,114,3.1,39,1858;1009;674;1653;201;274;479;1212;762;1566,5;10,New far choice north let edge. Start policy never whom. Add collection nearly his information wrong analysis.,23062968,50073214
1786,Halloween: Resurrection (Halloween 8),2002,121,2.0,288,1037;201;699;741;531;316;770;1749;1922;1309,3;8,Account often agent than television shoulder memory.,9553772,16381267
1787,Poison Ivy II,1996,90,2.3,23,329;465;1503;785;38;314;605;1611;599;891,12;8,A forward crime Mrs national.,94416742,145832407
1788,All-Star Superman,2011,110,4.2,388,1580;573;865;1583;947;959;289;75,5;13;10,Save picture skill pretty phone anything sense. Act audience world my tonight. Number color coach their opportunity her.,118324372,16166682
1789,Sliver,1993,97,2.7,183,904;208;55;943,8,Both especially give within. Wish yeah arrive able. Lawyer care production story.,8070933,15320187
1790,Nurse Betty,2000,128,3.3,104,1693;1024;949,14;15;12;0;8,Support usually production important forward. Fill cold think customer old. Maintain pretty past go because participant side. Vote growth support mean lay.,50610795,296477681
1791,Bandits,2001,75,2.7,62,786;1649;539;1545;1335;984;1088;1313,14;15;0,Power energy pressure positive staff best itself. Ago fly travel major debate recently change important.,44399358,51694356
1792,War and Peace,2016,108,3.5,385,985;1361;1480;125;443;200,12;0,Own serve wonder themselves teach various fear investment. Foreign probably present cost other trouble past.,12996983,8277070
1793,Paperhouse,1988,153,3.5,249,628;467;1085;32;1589;380;1819;905,9;3;8,Foreign enjoy must special none. When list class evidence situation feeling school establish.,56080422,114112104
1794,Down in the Valley,2005,147,3.2,151,1721;617;1030;1733,12;0,Success office company. Need sister wife get.,5322592,20983
1795,Beowulf,2007,76,2.6,166,1375;370;785;102;331;1152;353;680;531;1578,5;13;9;6,Woman manage control. Stock newspaper product. Lead again now marriage ten who.,12002019,26915101
1796,Bad Boy Bubby,1993,122,4.8,384,1403;1081;824;302;1829;923;380;1136;1057,12,Focus chair traditional can gas standard recently. Their instead agency reach environmental stand. Ability fund president.,28045588,0
1797,"""Limey, The""",1999,136,3.9,426,93;918;853;877;513;278;21,15;12;8,Sister herself charge region. Per wonder experience low also.,30695527,95143285
1798,Star Trek VI: The Undiscovered Country,1991,82,3.3,228,1399;423;294;979;1936;138;1760;1709;1446,5;7;10,Break realize hotel prepare tough final. Sit anything voice speak list.,32982604,7201822
1799,Losing Isaiah,1995,112,3.5,105,426;1488;1123;1980;1885;821;974;855,12,Study mouth machine leader. Well whatever want mother four. Protect owner war behind.,41217146,88066219
1800,Fame,1980,102,3.3,354,733;1236;256;446;1829,12;16,Respond stop economic. Film show ball add enough simple animal.,24306956,0
1801,Life and Debt,2001,143,4.0,270,1478;1032;1711;973;1243;106;832;1834;1375,1,Crime firm test live. Lead Democrat since item new present.,19672179,72350830
1802,Always Watching: A Marble Hornets Story,2015,109,2.0,355,1632;539;1058,3,Support her whatever growth ground catch meeting. Food his music agency what several environment.,14309354,12216179
1803,Pitfall (Otoshiana),1962,137,3.5,470,805;1211;1391;478;361;117;1421;685;1597;758;1592,15;12;9,Modern price finally win list difference anything. Gas end political future. Draw know meeting carry enter.,11882399,35253808
1804,Anywhere But Here,1999,112,2.5,120,12;710;1614;52;1407;1074;1932,14;12,Experience lawyer expert brother recognize head forget. Deep cultural American owner friend black. Mission opportunity possible cup. Talk hair pattern for evidence concern.,3348545,3832506
1805,BMX Bandits,1983,96,3.0,427,971;409;1183;856;1520,15;12,Professor east use charge. Pattern pass suggest three. Ball accept blue really.,24987911,5357118
1806,Dr. Jekyll and Mr. Hyde,1941,138,3.8,42,1220;1748;920;878;1948;527;1590;18,12;3,Family stand here stop nation will tend. Forward choice between election range of even. Your day player simply hospital.,22052226,38229871
1807,Sleepers,1996,133,3.7,160,1396;1343;1511;658;842;922,8,Old resource individual hospital say red money. Source him whose first purpose music country. Increase fish rise toward language north already small.,63332357,124755362
1808,Clash of the Titans,2010,104,2.3,29,1024;1219;1805;948;1023;1455;694;705;521;325,5;12;9,Professional care information have recent. Federal cause physical son sell few from. Mrs why kind of hear that.,4098085,3978934
1809,Infini,2015,107,1.5,223,1201;1442;1766;56,3;10;8,Indeed bed alone million. Term body minute ready give try board.,26884418,39850226
1810,9/11,2002,133,5.0,123,531;301;1730;370;976;430;1761;824;1535;1714;266,1,Foreign response cut specific realize. Who Congress girl student.,13085518,25051416
1811,Brother's Keeper,1992,143,4.2,233,369;122;1446;360;359;1932,1,She year specific let. Four travel executive by start.,33998440,64935105
1812,Leprechaun 2,1994,107,2.5,329,987;211;217;1559;153,14;9;3,Many area day let. Can season and.,12823225,9285042
1813,Time After Time,1979,109,3.8,427,1700;759;1333;1816;1003;872;1242;247;1983;1007,10;8,Sit table hold. Event debate quite able power. Wife decade right huge available idea.,51426586,85736737
1814,House of Wax,2005,93,1.8,54,336;117;1596;603;322;1263;1808;1112;761,3;8,Source professional manager specific former behind return then. Question what direction go their.,141550810,351038617
1815,Network,1976,91,4.0,58,549;1714;1131;827;1181;1133;476,14;12,Power protect type hand. Room some find hair home. State yard free pretty.,15527932,33638618
1816,Recount,2008,154,3.5,16,359;1925;212;1711;870;1956;1184;16,12,Either through until usually. Animal if baby break difficult.,7975521,27627691
1817,Dragonslayer,1981,147,4.1,106,383;60;1840;369;1529,5;9,Entire pretty tree.,12882053,20401688
1818,Pie in the Sky,1996,99,2.0,211,28;195;1823;545;377;1389;814;550;1014;1697;158,14;0,Hair play cultural appear man sell industry. Despite hand group dream have.,19708072,38334467
1819,Karlson Returns,1970,133,5.0,31,1118;51;1778;146;922;951;1809;1816;1555,13;11,Moment child end decide. Sing father so oil amount them respond. Represent decade tell dark modern leave wind.,71856632,63079768
1820,Stuart Little 3: Call of the Wild,2005,80,5.0,9,1651;164;819;1892;397;912,13;11;14;9,Picture a purpose act edge this. Ago lawyer fire four quickly hot.,23647198,57706406
1821,"""Three Burials of Melquiades Estrada, The""",2006,124,4.0,454,1818;701;1403,15;12,Organization partner whom although huge movement however. Market smile Republican card dark face among drive. Human real off test.,17423435,38107285
1822,Crime and Punishment in Suburbia,2000,150,4.0,5,596;1194;406,14;12,Light suffer school east serve future bad. Suddenly word chair any. Natural board staff describe.,35382721,50949255
1823,Meet Joe Black,1998,109,3.0,106,846;1710;939;375;519,0,Quickly trouble set especially respond capital. Upon fear certainly scene choose. Dream chance reality similar argue.,20381692,90802678
1824,"""Chorus, The (Choristes, Les)""",2004,116,3.9,469,771;1182;458;1746;231;1767;1655,12,Course language voice commercial.,23681522,30230164
1825,Friday the 13th Part 2,1981,141,2.5,225,1153;570;1602;908;887,3,Production four political structure note. Friend serve page win bring.,171456003,458802474
1826,Anne Frank Remembered,1995,121,3.9,123,10;1105;455;1961;1152;66;1518;814;1548;1903;665,1,Contain exactly say mind impact major. Experience tonight Mr whom team than. Oil guy heavy toward about country politics.,25059983,0
1827,It Could Happen to You,1994,134,3.1,133,320;1804;716,14;12;0,Approach early upon heavy can way travel return.,27623196,72994656
1828,Charlotte Gray,2001,105,3.8,315,665;222;1431;1236;448;1511;1238;460;260;946;1435,12;0,Like right instead majority usually sit. Cost certainly fly our nation likely. Ten crime risk consumer feeling watch choose.,16445182,22751294
1829,Class Reunion,1982,140,1.5,80,369;1107;1763;178;327;1832;1172;241;1683;793,14,Coach civil control civil morning development. Result bar matter until computer clear full.,16539138,84746385
1830,Somebody to Love,1994,128,3.5,113,1335;97;611;1996;1581;1153;1673;879,12,Certain race sign technology fact would.,6745035,12189496
1831,Ted,2012,106,3.3,30,1700;881;1471;859;926,14;9,Your federal commercial full.,2691522,11840560
1832,Prince of Persia: The Sands of Time,2010,134,2.9,202,1687;351;929;1767;340;1132;1319;622,5;9;0;6,Opportunity choice specific hold. Mission station note.,41169461,92553291
1833,"""Little Girl Who Lives Down the Lane, The""",1976,92,4.0,182,1204;1001;542;1276;1533;1283,12;7;8,Toward recently give evidence training. Reality cultural west everything good culture garden standard. Debate mission meet wall half.,14892717,48590038
1834,Mad City,1997,98,2.1,300,47;927;1480;1;1035;1759;1118;890,5;12,Rule southern participant future. Often season future. Guess generation meeting yard generation training can. Scientist race add lot.,1920758,3187192
1835,Air Bud,1997,117,2.4,154,857;1532;1014,11;14,Them audience job spend me fear. Expect rest send collection people especially economic. West herself guy new side number.,27661812,85551842
1836,Stefan Zweig: Farewell to Europe,2016,132,3.0,186,1733;1783;44;347;91;1117;20;1362;1464,12,Such ten produce second four candidate raise. Throughout billion book property throughout.,31288770,118687599
1837,Music Box,1989,89,3.5,472,1157;1965;1725;1729,12,School concern field author institution impact. To medical skill value still wear. Nothing few along customer start color.,40007672,117614856
1838,Superstar,1999,95,3.6,87,339;381;1580,14,Service without choose involve establish risk. Cell impact attack write fear.,5374248,4735179
1839,I Heart Huckabees,2004,106,3.5,39,1590;1690;1934;612;1806;1666;487;1269,14,Long generation threat represent couple. Amount assume put very.,51311192,55323307
1840,Speed,1994,102,3.5,16,530;1110;1172;1871;70;1197;461,5;0;8,Practice air trial say drive. Section control yard clear. Every know just less itself practice.,13103189,48192854
1841,Because of Winn-Dixie,2005,120,3.2,88,713;1960;394;506;422,11;14;12,Example media physical than already. Least bag always. Run board family stuff.,20191029,37050371
1842,Coco Before Chanel (Coco avant Chanel),2009,145,4.0,88,1960;343;501,12,Sign head paper father can both meeting. Respond present agent eight attorney.,11419446,45372455
1843,Max Manus,2008,124,5.0,183,83;315;1658;766,5;12;17,Keep recognize reach rule.,20574862,118333247
1844,'Round Midnight,1986,98,3.5,463,704;1747;1993;121;232;1266;1811;1493,12;16,Common air nothing debate require increase argue. Beat available learn provide ever.,16959085,2566810
1845,Flowers for Algernon,2000,139,2.0,115,580;672;1630;1470;1398;1838;68;462,12,Ahead girl skill describe. Road message near although indeed side.,130801168,589244111
